ONCOTATOR_GENE_SYMBOL,TCGA-CV-7180,TCGA-CQ-A4CG,TCGA-CQ-A4CE,TCGA-CV-7183,TCGA-CQ-A4CB,TCGA-CQ-A4CA,TCGA-BA-5153,TCGA-BA-5152,TCGA-BB-A6UO,TCGA-BB-A6UM,TCGA-CQ-A4CH,TCGA-CQ-A4CD,TCGA-MZ-A7D7,TCGA-CV-7178,TCGA-CV-7177,TCGA-BA-6873,TCGA-BA-6872,TCGA-BA-6871,TCGA-BA-6870,TCGA-BA-A6D8,TCGA-BA-A6DE,TCGA-BA-A6DD,TCGA-BA-A6DG,TCGA-BA-A6DF,TCGA-BA-A6DA,TCGA-BA-A6DB,TCGA-BA-A6DL,TCGA-BA-A6DI,TCGA-BA-A6DJ,TCGA-CR-7377,TCGA-CR-7376,TCGA-CR-7374,TCGA-CR-7373,TCGA-CR-7372,TCGA-CR-7371,TCGA-CR-7370,TCGA-CR-7379,TCGA-BA-5555,TCGA-BA-5557,TCGA-BA-5556,TCGA-BA-5559,TCGA-BA-5558,TCGA-CQ-A4C7,TCGA-QK-A6IJ,TCGA-QK-A6II,TCGA-QK-A6IH,TCGA-QK-A6IG,TCGA-QK-A6IF,TCGA-CQ-A4C9,TCGA-MT-A67F,TCGA-KU-A6H7,TCGA-WA-A7GZ,TCGA-BB-4228,TCGA-DQ-5630,TCGA-DQ-5631,TCGA-HD-7229,TCGA-CQ-7069,TCGA-HD-8224,TCGA-CN-6998,TCGA-BB-4217,TCGA-CN-6994,TCGA-CN-6995,TCGA-CN-6996,TCGA-CN-6997,TCGA-CN-6992,TCGA-CX-A4AQ,TCGA-CN-4729,TCGA-CN-4728,TCGA-CN-4725,TCGA-F7-A624,TCGA-P3-A6T3,TCGA-CN-4726,TCGA-P3-A6T5,TCGA-P3-A6T4,TCGA-CN-4723,TCGA-P3-A6T6,TCGA-CV-7421,TCGA-F7-8489,TCGA-P3-A6SX,TCGA-F7-8298,TCGA-P3-A6SW,TCGA-IQ-A61L,TCGA-IQ-A61O,TCGA-IQ-A61I,TCGA-IQ-A61H,TCGA-IQ-A61K,TCGA-IQ-A61J,TCGA-IQ-A61E,TCGA-IQ-A61G,TCGA-CR-5249,TCGA-CR-5248,TCGA-CR-5243,TCGA-CR-5247,TCGA-CV-7407,TCGA-CV-7406,TCGA-DQ-7593,TCGA-HD-A6HZ,TCGA-CQ-7072,TCGA-CV-A6K0,TCGA-CV-A6K1,TCGA-CV-A6K2,TCGA-CR-7388,TCGA-CR-7389,TCGA-CR-7386,TCGA-CR-7385,TCGA-CR-7382,TCGA-CR-7383,TCGA-CR-7380,TCGA-CN-5360,TCGA-UF-A7J9,TCGA-CV-7248,TCGA-CV-7247,TCGA-CV-7245,TCGA-CV-7242,TCGA-UF-A7JO,TCGA-CV-5966,TCGA-UF-A7JK,TCGA-UF-A7JD,TCGA-UF-A7JF,TCGA-D6-A6EM,TCGA-UF-A7JA,TCGA-D6-A6EO,TCGA-D6-A6EN,TCGA-D6-A6EQ,TCGA-CN-5363,TCGA-D6-A6ES,TCGA-CN-5361,TCGA-CN-5366,TCGA-CN-5367,TCGA-CN-5364,TCGA-CN-5365,TCGA-UF-A7JT,TCGA-UF-A7JV,TCGA-CN-5369,TCGA-UF-A7JS,TCGA-CQ-A4CI,TCGA-CV-7568,TCGA-IQ-7631,TCGA-IQ-7630,TCGA-IQ-7632,TCGA-CQ-5330,TCGA-CQ-5331,TCGA-CQ-5332,TCGA-CQ-5333,TCGA-CQ-5334,TCGA-CN-A6UY,TCGA-BA-7269,TCGA-CV-7100,TCGA-CV-7101,TCGA-CV-7102,TCGA-CV-7103,TCGA-CV-7104,TCGA-C9-A480,TCGA-CQ-6227,TCGA-CQ-6225,TCGA-CQ-6224,TCGA-CQ-6223,TCGA-CQ-6222,TCGA-CQ-6221,TCGA-CQ-6220,TCGA-CQ-6229,TCGA-CQ-6228,TCGA-CQ-A4C6,TCGA-D6-A6EK,TCGA-CQ-7064,TCGA-CQ-7065,TCGA-CV-7438,TCGA-CQ-7063,TCGA-CV-7434,TCGA-CV-7435,TCGA-CV-7437,TCGA-CV-7430,TCGA-CQ-7068,TCGA-CV-7433,TCGA-F7-7848,TCGA-UF-A7JC,TCGA-D6-A6EP,TCGA-H7-A6C4,TCGA-H7-A6C5,TCGA-MT-A51X,TCGA-CV-7440,TCGA-MZ-A5BI,TCGA-MT-A51W,TCGA-CV-7446,TCGA-DQ-5629,TCGA-DQ-5625,TCGA-DQ-5624,TCGA-IQ-A6SG,TCGA-BB-8601,TCGA-QK-A6V9,TCGA-D6-6825,TCGA-CV-6961,TCGA-CV-6960,TCGA-CV-6962,TCGA-IQ-A6SH,TCGA-BB-8596,TCGA-CN-6989,TCGA-CN-6988,TCGA-CV-5432,TCGA-CV-5430,TCGA-CV-5436,TCGA-CV-5434,TCGA-CV-5435,TCGA-DQ-7588,TCGA-QK-A6VB,TCGA-QK-A6VC,TCGA-BB-7870,TCGA-CV-7432,TCGA-BA-4078,TCGA-BA-4075,TCGA-BA-4074,TCGA-BA-4077,TCGA-BA-4076,TCGA-CV-7089,TCGA-CV-A6JE,TCGA-CV-A6JD,TCGA-CV-A6JO,TCGA-T2-A6WZ,TCGA-CV-A6JM,TCGA-T2-A6WX,TCGA-CV-A6JU,TCGA-CV-7099,TCGA-CV-A6JZ,TCGA-CV-A6JY,TCGA-CV-7095,TCGA-CV-7090,TCGA-CV-7091,TCGA-CV-7411,TCGA-CR-7401,TCGA-HD-7753,TCGA-HD-7754,TCGA-CR-7404,TCGA-CR-7399,TCGA-CR-7398,TCGA-TN-A7HI,TCGA-TN-A7HL,TCGA-CR-7391,TCGA-CR-7390,TCGA-CR-7393,TCGA-CR-7392,TCGA-CR-7395,TCGA-CR-7394,TCGA-CR-7397,TCGA-CV-A465,TCGA-CV-A464,TCGA-CV-A461,TCGA-CV-A460,TCGA-CV-A463,TCGA-CV-A468,TCGA-CV-5970,TCGA-CN-5374,TCGA-CN-5370,TCGA-CN-5373,TCGA-CR-6487,TCGA-CR-6484,TCGA-CR-6482,TCGA-CR-6480,TCGA-CR-6481,TCGA-CR-6488,TCGA-HD-A6I0,TCGA-H7-A76A,TCGA-H7-7774,TCGA-F7-A50G,TCGA-CV-6950,TCGA-CV-6951,TCGA-CV-6952,TCGA-CV-6953,TCGA-CV-6954,TCGA-CV-6955,TCGA-CV-6956,TCGA-CV-6959,TCGA-HD-8634,TCGA-HD-8635,TCGA-HD-A4C1,TCGA-CQ-5323,TCGA-CQ-5327,TCGA-CQ-5326,TCGA-CQ-5325,TCGA-CQ-5324,TCGA-CQ-5329,TCGA-CR-6467,TCGA-MT-A7BN,TCGA-CQ-6218,TCGA-CQ-6219,TCGA-CV-7238,TCGA-CV-7236,TCGA-CV-7235,TCGA-CQ-7071,TCGA-UP-A6WW,TCGA-CV-7429,TCGA-CV-7427,TCGA-CV-7425,TCGA-CV-7424,TCGA-CV-7423,TCGA-CV-7422,TCGA-T2-A6X0,TCGA-CN-A49A,TCGA-CN-A49B,TCGA-CN-A49C,TCGA-MZ-A6I9,TCGA-CN-A63U,TCGA-CN-A63W,TCGA-CN-A63Y,TCGA-HD-7831,TCGA-HD-7832,TCGA-CV-A45O,TCGA-MT-A67A,TCGA-CV-A45X,TCGA-CV-A45Y,TCGA-CV-A45Z,TCGA-MT-A67G,TCGA-CV-A45T,TCGA-CV-A45U,TCGA-CV-A45V,TCGA-CV-A45W,TCGA-CV-A45P,TCGA-CV-A45Q,TCGA-CV-A45R,TCGA-CN-A497,TCGA-CN-A498,TCGA-CN-A499,TCGA-WA-A7H4,TCGA-CN-4742,TCGA-CN-4741,TCGA-CN-4740,TCGA-DQ-7596,TCGA-DQ-7591,TCGA-D6-A74Q,TCGA-DQ-7592,TCGA-CN-A641,TCGA-CN-A640,TCGA-CN-A642,TCGA-D6-A4ZB,TCGA-BB-4227,TCGA-BA-5149,TCGA-D6-A4Z9,TCGA-QK-A64Z,TCGA-BA-6868,TCGA-BA-6869,TCGA-CN-6011,TCGA-CN-6010,TCGA-CN-6013,TCGA-CN-6012,TCGA-CN-6017,TCGA-CN-6016,TCGA-CN-6019,TCGA-CN-6018,TCGA-CR-7364,TCGA-CR-7365,TCGA-CR-7367,TCGA-CR-7368,TCGA-CR-7369,TCGA-D6-6517,TCGA-D6-6516,TCGA-H7-8501,TCGA-CV-7261,TCGA-CV-7263,TCGA-P3-A6T0,TCGA-CN-4727,TCGA-H7-8502,TCGA-CV-A6JT,TCGA-CR-6491,TCGA-CR-6493,TCGA-CR-6492,TCGA-P3-A6T7,TCGA-CV-7097,TCGA-P3-A6T2,TCGA-CX-7219,TCGA-CV-6943,TCGA-CV-6942,TCGA-CV-6941,TCGA-CV-6940,TCGA-CV-6945,TCGA-C9-A47Z,TCGA-CV-6948,TCGA-CR-7402,TCGA-KU-A6H8,TCGA-CN-4733,TCGA-CN-4730,TCGA-CN-4731,TCGA-CN-4736,TCGA-CN-4737,TCGA-CN-4734,TCGA-CN-4735,TCGA-CN-4738,TCGA-CN-4739,TCGA-TN-A7HJ,TCGA-CR-6478,TCGA-CR-6477,TCGA-CR-6474,TCGA-CR-6473,TCGA-CR-6472,TCGA-CR-6471,TCGA-CR-6470,TCGA-CX-7082,TCGA-CX-7086,TCGA-CX-7085,TCGA-D6-8568,TCGA-D6-8569,TCGA-D6-6823,TCGA-D6-6827,TCGA-D6-6826,TCGA-CR-5250,TCGA-D6-6824,TCGA-CN-6020,TCGA-CN-6021,TCGA-CN-6022,TCGA-CN-6023,TCGA-CN-6024,TCGA-CV-7418,TCGA-CV-7413,TCGA-CV-7410,TCGA-RS-A6TP,TCGA-CV-7416,TCGA-CV-7414,TCGA-CV-7415,TCGA-RS-A6TO,TCGA-KU-A66T,TCGA-KU-A66S,TCGA-CV-7254,TCGA-CV-7255,TCGA-CV-7250,TCGA-CV-7252,TCGA-CV-7253,TCGA-UF-A719,TCGA-UF-A718,TCGA-BA-A4IF,TCGA-BA-A4IG,TCGA-BA-A4IH,TCGA-BA-A4II,TCGA-CN-5356,TCGA-CN-5355,TCGA-BB-4223,TCGA-BB-4225,TCGA-BB-4224,TCGA-CN-5359,TCGA-CN-5358,TCGA-CN-A6V7,TCGA-CN-A6V6,TCGA-CN-A6V3,TCGA-CN-A6V1,TCGA-HD-8314,TCGA-CV-6938,TCGA-CV-6939,TCGA-CV-6933,TCGA-CV-6936,TCGA-CV-6937,TCGA-CV-6934,TCGA-CV-6935,TCGA-UF-A71E,TCGA-UF-A71D,TCGA-UF-A71A,TCGA-QK-A652,TCGA-UF-A71B
ASPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
