bcr_sample_barcode	bcr_aliquot_barcode	amount	bcr_aliquot_uuid	biospecimen_barcode_bottom	center_id	concentration	date_of_shipment	plate_column	plate_id	plate_row	source_center
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01D-1431-02	13.30	4786a24c-d127-43fb-9d9c-ff59622b7b24	0103953158	02	0.16	2010-11-30	1	1431	A	22
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01D-1432-01	6.67	e20f7423-4504-4421-b6d9-861f65220233	0103952966	01	0.16	2010-11-30	1	1432	A	22
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01D-1433-05	26.70	12ca1d21-97ef-4947-bc65-14b7055307fa	0103952870	05	0.16	2010-11-30	1	1433	A	22
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01D-1434-08	40.00	2c84e904-0cbc-4645-b7e5-94ec45e61268	0103951622	08	0.05	2010-11-30	1	1434	A	22
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01R-1436-07	26.70	78a8e33e-fd10-4dcd-b8fd-aad93db18c45	0103952774	07	0.16	2010-11-30	1	1436	A	22
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01T-1435-13	30.00	192a8851-d737-4bb2-a56c-11fb83a554f5	0103952458	13	0.10	2010-11-30	1	1435	A	22
TCGA-BA-4074-01A	TCGA-BA-4074-01A-01W-1487-08	80.00	5614719b-c463-4c6e-903b-28e5b6c96334	1049952173	08	0.50	2011-01-03	11	1487	A	22
TCGA-BA-4074-10A	TCGA-BA-4074-10A-01D-1431-02	13.30	9dae3ca2-1f5a-458e-98ef-7451d5f41ebc	0103953067	02	0.14	2010-11-30	5	1431	H	22
TCGA-BA-4074-10A	TCGA-BA-4074-10A-01D-1432-01	6.67	3b92e28e-43fe-42b7-85db-529b5bac8909	0103952875	01	0.14	2010-11-30	5	1432	H	22
TCGA-BA-4074-10A	TCGA-BA-4074-10A-01D-1434-08	40.00	c28b58ca-f8e1-4063-908e-3ecf58104b68	0103951531	08	0.05	2010-11-30	5	1434	H	22
TCGA-BA-4074-10A	TCGA-BA-4074-10A-01W-1487-08	80.00	61a73af5-10ee-4941-ae04-2a53e9f2f449	1049952223	08	0.50	2011-01-03	11	1487	F	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01D-1431-02	13.30	4b0b38f4-ac21-4f3e-8a8e-a69fba619629	0103953135	02	0.16	2010-11-30	1	1431	B	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01D-1432-01	6.67	9e1f8679-015c-410f-b7bf-a7a5eec6cd76	0103952943	01	0.16	2010-11-30	1	1432	B	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01D-1433-05	26.70	8cb3f37b-cd90-4c21-aae5-55ba24bdb796	0103952847	05	0.16	2010-11-30	1	1433	B	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01D-1434-08	40.00	5b3fec35-d127-4cb5-859b-edac003acdf3	0103951599	08	0.05	2010-11-30	1	1434	B	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01R-1436-07	26.70	85034d8f-c10c-4db2-ade2-f26ea7cf2d95	0103952751	07	0.14	2010-11-30	1	1436	B	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01T-1435-13	30.00	0a139519-cb61-495a-9986-81c354b8726a	0103953039	13	0.10	2010-11-30	1	1435	B	22
TCGA-BA-4075-01A	TCGA-BA-4075-01A-01W-1487-08	80.00	dbbe3d3d-e3e4-4e91-ab1a-75153ae2e73f	1049952176	08	0.50	2011-01-03	11	1487	B	22
TCGA-BA-4075-10A	TCGA-BA-4075-10A-01D-1431-02	13.30	515d017e-d7a6-4cff-ac82-f58e5a47005d	0103953153	02	0.14	2010-11-30	6	1431	A	22
TCGA-BA-4075-10A	TCGA-BA-4075-10A-01D-1432-01	6.67	ba7ca1c2-bd32-4807-930e-fac00a046990	0103952961	01	0.14	2010-11-30	6	1432	A	22
TCGA-BA-4075-10A	TCGA-BA-4075-10A-01D-1434-08	40.00	5e8d7595-2397-40ce-8c2e-63b352605fe6	0103951617	08	0.05	2010-11-30	6	1434	A	22
TCGA-BA-4075-10A	TCGA-BA-4075-10A-01W-1487-08	80.00	a73e30a9-0387-4b19-90df-155d6a077891	1049952244	08	0.50	2011-01-03	11	1487	G	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01D-1431-02	13.30	54f77a3e-290a-4073-8012-4873579e95e9	0103953134	02	0.15	2010-11-30	1	1431	C	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01D-1432-01	6.67	fb43b6dc-1336-4365-b852-969887186019	0103952942	01	0.15	2010-11-30	1	1432	C	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01D-1433-05	26.70	66d66f24-99ec-42a3-8395-b2bf40d49e5d	0103952846	05	0.15	2010-11-30	1	1433	C	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01D-1434-08	40.00	93dda6a6-907d-4dc2-9391-36dd09c767c6	0103951598	08	0.05	2010-11-30	1	1434	C	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01D-2266-10	60.00	e2b5c926-491d-430d-8d9c-5c73d7752d1b	0128285291	10	0.05	2012-04-30	1	2266	A	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01R-1436-07	26.70	30dc1f2d-9d27-4c6d-830a-0947bcf79cd0	0103952750	07	0.16	2010-11-30	1	1436	C	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01T-1435-13	30.00	fc98af87-d4a0-452d-a36d-de1face92a5c	0103953038	13	0.10	2010-11-30	1	1435	C	22
TCGA-BA-4076-01A	TCGA-BA-4076-01A-01W-1487-08	80.00	0bc145b3-31d9-4ffd-9ae2-489b40bed341	1049952197	08	0.50	2011-01-03	11	1487	C	22
TCGA-BA-4076-10A	TCGA-BA-4076-10A-01D-1431-02	13.30	01549853-3132-42a7-a2ed-5ad365eaa63f	0103953140	02	0.14	2010-11-30	6	1431	B	22
TCGA-BA-4076-10A	TCGA-BA-4076-10A-01D-1432-01	6.67	b9efa5f4-a400-49b5-a5f0-a5b7347bae66	0103952948	01	0.14	2010-11-30	6	1432	B	22
TCGA-BA-4076-10A	TCGA-BA-4076-10A-01D-1434-08	40.00	d6c21ecb-1cb2-45fd-84c0-186287708883	0103951604	08	0.05	2010-11-30	6	1434	B	22
TCGA-BA-4076-10A	TCGA-BA-4076-10A-01D-2266-10	60.00	9249eb3d-5186-489e-b7fd-5fff554e4b6e	0128284474	10	0.05	2012-04-30	1	2266	H	22
TCGA-BA-4076-10A	TCGA-BA-4076-10A-01W-1487-08	80.00	20bb5976-ce8c-46b1-9054-04966abbf729	1049952174	08	0.50	2011-01-03	12	1487	A	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01D-1431-02	13.30	8428602a-5eec-4d09-b187-02b1cff24eb5	0103953111	02	0.15	2010-11-30	1	1431	D	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01D-1432-01	6.67	a2d2b82f-f217-4aed-97da-c6ba3f5ce4dc	0103952919	01	0.15	2010-11-30	1	1432	D	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01D-1433-05	26.70	487aa131-0dee-428f-8794-d169805eceeb	0103952823	05	0.15	2010-11-30	1	1433	D	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01D-1434-08	40.00	9b37211a-2150-4d33-bc6a-9d6a0a429708	0103951575	08	0.05	2010-11-30	1	1434	D	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01D-2268-08	30.00	268d9cdb-cccf-491a-a9bb-2e3d6b85951f	0128287307	08	0.15	2012-05-02	1	2268	A	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01R-1436-07	26.70	89defc7f-de01-491d-9c69-bd795b94a80c	0103952727	07	0.15	2010-11-30	1	1436	D	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01T-1435-13	30.00	b9034b87-56e1-4741-9166-bb860fefd8a7	0103953015	13	0.10	2010-11-30	1	1435	D	22
TCGA-BA-4077-01B	TCGA-BA-4077-01B-01W-1487-08	80.00	20f85799-5a53-42ac-9706-e71b72dac0d9	1049952200	08	0.50	2011-01-03	11	1487	D	22
TCGA-BA-4077-10A	TCGA-BA-4077-10A-01D-1431-02	13.30	0687cae5-a756-4b2f-9da4-fd4e9c4b91b2	0103953129	02	0.14	2010-11-30	6	1431	C	22
TCGA-BA-4077-10A	TCGA-BA-4077-10A-01D-1432-01	6.67	cce70c42-e40b-4e8f-9099-8240a7f4f5f8	0103952937	01	0.14	2010-11-30	6	1432	C	22
TCGA-BA-4077-10A	TCGA-BA-4077-10A-01D-1434-08	40.00	cdf04127-a808-4733-919c-377f25f12306	0103951593	08	0.05	2010-11-30	6	1434	C	22
TCGA-BA-4077-10A	TCGA-BA-4077-10A-01D-2268-08	30.00	c955acc5-3717-4cca-a394-004e3c8a0686	0128287354	08	0.14	2012-05-02	2	2268	E	22
TCGA-BA-4077-10A	TCGA-BA-4077-10A-01W-1487-08	80.00	d11e62f0-cd78-42aa-8d6a-221a1255ad97	1049952175	08	0.50	2011-01-03	12	1487	B	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01D-1431-02	13.30	66a9cff2-397e-415e-bf54-9a75ccc80bde	0103953110	02	0.16	2010-11-30	1	1431	E	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01D-1432-01	6.67	06d88660-f2c2-4f13-88a1-87638504ab1a	0103952918	01	0.16	2010-11-30	1	1432	E	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01D-1433-05	26.70	46192607-f5ff-4f32-8381-d87daa464c0b	0103952822	05	0.16	2010-11-30	1	1433	E	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01D-1434-08	40.00	f02d0332-d7c8-4d2a-98ca-dbe7826437ae	0103951574	08	0.05	2010-11-30	1	1434	E	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01R-1436-07	26.70	df8e6108-d3de-48ee-832b-377fc1ce13f0	0103952726	07	0.17	2010-11-30	1	1436	E	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01T-1435-13	30.00	54d3720a-b0e1-4a77-8f80-5a614bb88da5	0103953014	13	0.10	2010-11-30	1	1435	E	22
TCGA-BA-4078-01A	TCGA-BA-4078-01A-01W-1487-08	80.00	9d86395e-f1ec-4f9d-9efa-523ebd1aa67a	1049952220	08	0.50	2011-01-03	11	1487	E	22
TCGA-BA-4078-10A	TCGA-BA-4078-10A-01D-1431-02	13.30	fa6f21ff-7667-491c-9a99-31b473c9d683	0103953116	02	0.14	2010-11-30	6	1431	D	22
TCGA-BA-4078-10A	TCGA-BA-4078-10A-01D-1432-01	6.67	7c3f2fb8-5c7b-4b9a-8f14-2f42947b5f19	0103952924	01	0.14	2010-11-30	6	1432	D	22
TCGA-BA-4078-10A	TCGA-BA-4078-10A-01D-1434-08	40.00	adae384c-a4b5-4ce7-bb4c-cc0762d7a807	0103951580	08	0.05	2010-11-30	6	1434	D	22
TCGA-BA-4078-10A	TCGA-BA-4078-10A-01W-1487-08	80.00	c3550ff3-9ccf-47a8-b0fa-3f1c4f9cc896	1049952198	08	0.50	2011-01-03	12	1487	C	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01D-1509-02	13.30	0f1eec01-b772-47f6-8a14-0f651fc2f84e	1049985049	02	0.15	2011-01-19	1	1509	A	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01D-1510-01	6.67	b3c0e96e-15e1-468f-80d6-e78854c58366	1049929182	01	0.15	2011-01-19	1	1510	A	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01D-1511-05	26.70	13546f23-e4e6-44a3-9b19-20a522fd34b8	1049929470	05	0.15	2011-01-19	1	1511	A	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01D-1512-08	40.00	6e98841c-ce33-4b7e-882d-ce65707d4c10	1049928444	08	0.05	2011-01-19	1	1512	A	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01R-1513-13	20.00	9e92437c-e1f6-4aa6-928b-2a2af3efe1b8	1049929278	13	0.15	2011-01-19	1	1513	A	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01R-1514-07	26.70	56e603e1-41ec-4bed-8c25-1cf51faa2133	1049928441	07	0.15	2011-01-19	1	1514	A	22
TCGA-BA-5149-01A	TCGA-BA-5149-01A-01W-1546-08	80.00	d52d82a3-53e0-4789-9aab-95c10077588f	1049928727	08	0.50	2011-02-14	1	1546	B	22
TCGA-BA-5149-10A	TCGA-BA-5149-10A-01D-1509-02	13.30	9668cd24-0b23-4749-8c84-b12203236da4	1049985099	02	0.15	2011-01-19	3	1509	E	22
TCGA-BA-5149-10A	TCGA-BA-5149-10A-01D-1510-01	6.67	895d75d8-4590-4be3-b9f5-d565092e866a	1049929232	01	0.15	2011-01-19	3	1510	E	22
TCGA-BA-5149-10A	TCGA-BA-5149-10A-01D-1512-08	40.00	a86b1ecb-9d55-4acf-9c94-c4b3f761a2cb	1049929616	08	0.05	2011-01-19	3	1512	E	22
TCGA-BA-5149-10A	TCGA-BA-5149-10A-01W-1546-08	80.00	55d5c9b5-5ad0-4f57-a96a-af9ff5edb0c9	1049928707	08	0.50	2011-02-14	4	1546	A	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01D-1431-02	13.30	5b29b8e2-23e6-4e6e-815c-b8d0ef534b14	0103953087	02	0.15	2010-11-30	1	1431	F	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01D-1432-01	6.67	93cb5743-3223-4310-933f-65500c54494c	0103952895	01	0.15	2010-11-30	1	1432	F	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01D-1433-05	26.70	a3d813e5-6e02-4600-a8ad-9ea265a95305	0103952799	05	0.15	2010-11-30	1	1433	F	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01D-1434-08	40.00	dac15d7e-3930-4fcb-b752-4a4f00449ddd	0103951551	08	0.05	2010-11-30	1	1434	F	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01R-1435-13	20.00	8ad0b11a-8433-4204-86c3-e6b4c7e39503	0103953060	13	0.16	2010-11-30	3	1435	A	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01R-1436-07	26.70	4e5dbd6f-9131-41ab-8dfa-6b45ac5522dd	0103952772	07	0.16	2010-11-30	3	1436	A	22
TCGA-BA-5151-01A	TCGA-BA-5151-01A-01W-1487-08	80.00	24cab77c-1d34-48c1-a994-3e7a1bce50cf	1049952186	08	0.50	2011-01-03	1	1487	B	22
TCGA-BA-5151-10A	TCGA-BA-5151-10A-01D-1431-02	13.30	5b6dc28d-f368-4a15-8cae-781081317ab9	0103953105	02	0.14	2010-11-30	6	1431	E	22
TCGA-BA-5151-10A	TCGA-BA-5151-10A-01D-1432-01	6.67	51952366-13fb-49ae-819d-5657f52de856	0103952913	01	0.14	2010-11-30	6	1432	E	22
TCGA-BA-5151-10A	TCGA-BA-5151-10A-01D-1434-08	40.00	7e57b010-763c-4a96-bab3-1016647a1569	0103951569	08	0.05	2010-11-30	6	1434	E	22
TCGA-BA-5151-10A	TCGA-BA-5151-10A-01W-1487-08	80.00	88a1f264-1c65-48c7-8761-de7c70e14854	1049952168	08	0.50	2011-01-03	6	1487	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02D-1868-02	10.00	2716746f-4102-4d7b-a0c7-9adebfdd535c	1053935882	02	0.14	2011-07-06	1	1868	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02D-1869-01	6.67	b057b57f-fafb-4fe7-95af-eac8823cacca	1053937228	01	0.14	2011-07-06	1	1869	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02D-1870-08	60.00	18da68fd-3bfb-45a3-ba28-4c90555b4e68	1053936940	08	0.05	2011-07-06	1	1870	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02D-1871-05	13.30	1ca8a556-4a2f-4d39-8e3e-30cd348792b8	1053937036	05	0.14	2011-07-06	1	1871	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02R-1872-13	20.00	66735767-dbce-4a3e-9f5f-3ed278e3ebc6	1053937132	13	0.13	2011-07-06	1	1872	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02R-1873-07	13.30	6e0c1787-9f8b-475d-9fd1-6b861b557d80	1053937421	07	0.13	2011-07-06	1	1873	A	22
TCGA-BA-5152-01A	TCGA-BA-5152-01A-02W-1907-08	80.00	8e9e8cc0-881c-445e-98d7-ce4f18b82124	1053966271	08	0.50	2011-07-25	1	1907	B	22
TCGA-BA-5152-10A	TCGA-BA-5152-10A-01D-1868-02	10.00	ca893534-0b22-4626-a7d8-410ede7500f0	1053935901	02	0.14	2011-07-06	5	1868	B	22
TCGA-BA-5152-10A	TCGA-BA-5152-10A-01D-1869-01	6.67	de375d59-555c-4cef-b350-8f79325b4abc	1053937247	01	0.14	2011-07-06	5	1869	B	22
TCGA-BA-5152-10A	TCGA-BA-5152-10A-01D-1870-08	60.00	83d66369-f76e-42bf-b953-24b4f2b2d2e9	1053933194	08	0.05	2011-07-06	5	1870	B	22
TCGA-BA-5152-10A	TCGA-BA-5152-10A-01W-1907-08	80.00	7d3fc2ae-0b1f-436e-b394-b9b5ce659605	1053966324	08	0.50	2011-07-25	5	1907	G	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01D-1431-02	13.30	f14d0aa8-e7bb-4e0e-b887-da7b6fa0bc86	0103953086	02	0.15	2010-11-30	1	1431	G	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01D-1432-01	6.67	f35b571c-89be-41cc-b72c-59b0c0fc6fc9	0103952894	01	0.15	2010-11-30	1	1432	G	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01D-1433-05	26.70	42548218-2c68-4d20-8530-80d6dcd6ba0b	0103952798	05	0.15	2010-11-30	1	1433	G	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01D-1434-08	40.00	363ccc6f-dab0-413e-bc42-d738ee25abcd	0103951550	08	0.05	2010-11-30	1	1434	G	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01D-2268-08	30.00	24d2b176-b1ab-4789-b394-616b722e63df	0128287308	08	0.15	2012-05-02	1	2268	B	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01R-1435-13	20.00	07905602-7437-4e62-b9af-ce52de493cbf	0103953041	13	0.15	2010-11-30	3	1435	B	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01R-1436-07	26.70	998dc480-2612-4378-9eb4-cd961aedf9f5	0103952753	07	0.15	2010-11-30	3	1436	B	22
TCGA-BA-5153-01A	TCGA-BA-5153-01A-01W-1487-08	80.00	038058d5-2804-4a65-b3a7-be06527d7962	1049952187	08	0.50	2011-01-03	1	1487	C	22
TCGA-BA-5153-10A	TCGA-BA-5153-10A-01D-1431-02	13.30	88631234-eddf-4b86-baad-6450c21ed2cc	0103953092	02	0.14	2010-11-30	6	1431	F	22
TCGA-BA-5153-10A	TCGA-BA-5153-10A-01D-1432-01	6.67	8383f1f0-90bb-4806-a896-6865e44fa3b5	0103952900	01	0.14	2010-11-30	6	1432	F	22
TCGA-BA-5153-10A	TCGA-BA-5153-10A-01D-1434-08	40.00	e35524f2-301e-42e6-b910-6803670d8ed8	0103951556	08	0.05	2010-11-30	6	1434	F	22
TCGA-BA-5153-10A	TCGA-BA-5153-10A-01D-2268-08	30.00	ff47b947-c437-4692-ab18-733411c22abf	0128287357	08	0.14	2012-05-02	2	2268	F	22
TCGA-BA-5153-10A	TCGA-BA-5153-10A-01W-1487-08	80.00	f3236bc1-86a2-4a6f-b865-dc2196af8307	1049952181	08	0.50	2011-01-03	6	1487	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01D-1509-02	13.30	4ab42df9-a215-4965-a125-cc0c4122ff06	1049985072	02	0.16	2011-01-19	1	1509	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01D-1510-01	6.67	1e837b07-abff-4986-9ef7-d8a40312e103	1049929205	01	0.16	2011-01-19	1	1510	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01D-1511-05	26.70	42de66db-ce34-43fc-851b-c0deea48b304	1049929493	05	0.16	2011-01-19	1	1511	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01D-1512-08	40.00	65dc1531-713b-41ba-a567-caa12340c0cf	1049929589	08	0.05	2011-01-19	1	1512	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01R-1513-13	20.00	cfef6db3-69ed-4cde-93fc-bb7247dbd5e6	1049929301	13	0.15	2011-01-19	1	1513	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01R-1514-07	26.70	0410c6b3-7161-4af3-8427-a378b5d5c8aa	1049929397	07	0.15	2011-01-19	1	1514	B	22
TCGA-BA-5555-01A	TCGA-BA-5555-01A-01W-1546-08	80.00	81104b45-9ee5-4416-a5bc-1c2138d9b9a4	1049928728	08	0.50	2011-02-14	1	1546	C	22
TCGA-BA-5555-10A	TCGA-BA-5555-10A-01D-1509-02	13.30	8837a50c-34e3-471d-89fe-d9444255804b	1049985117	02	0.14	2011-01-19	3	1509	F	22
TCGA-BA-5555-10A	TCGA-BA-5555-10A-01D-1510-01	6.67	d52a1c64-0fdb-4c71-971a-4b3b0e18ec32	1049929251	01	0.14	2011-01-19	3	1510	F	22
TCGA-BA-5555-10A	TCGA-BA-5555-10A-01D-1512-08	40.00	7c55fb6b-c9eb-4d2c-bd12-52d94e821743	1049929635	08	0.05	2011-01-19	3	1512	F	22
TCGA-BA-5555-10A	TCGA-BA-5555-10A-01W-1546-08	80.00	c59aa51a-c8f4-43a3-b982-a29c752a937b	1049928724	08	0.50	2011-02-14	4	1546	B	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01D-1509-02	13.30	64e549cc-9278-4625-8a55-11ac2a239a60	1049985073	02	0.15	2011-01-19	1	1509	C	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01D-1510-01	6.67	7689b633-cabc-478b-9dc9-47fbed610d16	1049929206	01	0.15	2011-01-19	1	1510	C	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01D-1511-05	26.70	250e7762-2676-436f-965c-30486df547cb	1049929494	05	0.15	2011-01-19	1	1511	C	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01D-1512-08	40.00	d31fda32-363b-44e4-8f2c-834a66f46b87	1049929590	08	0.05	2011-01-19	1	1512	C	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01R-1513-13	20.00	e4940f09-eebc-4b80-8756-84d02c657bab	1049929302	13	0.15	2011-01-19	1	1513	C	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01R-1514-07	26.70	e7e06ded-74f0-40a0-952c-4b036040d51d	1049929398	07	0.15	2011-01-19	1	1514	C	22
TCGA-BA-5556-01A	TCGA-BA-5556-01A-01W-1546-08	80.00	099e3124-4517-4416-82c1-42e236ca8355	1049928751	08	0.50	2011-02-14	1	1546	D	22
TCGA-BA-5556-10A	TCGA-BA-5556-10A-01D-1509-02	13.30	0a526105-e365-48e9-99fd-20dcf4da5026	1049985122	02	0.15	2011-01-19	3	1509	G	22
TCGA-BA-5556-10A	TCGA-BA-5556-10A-01D-1510-01	6.67	429a08b7-7c79-4c4a-8067-2f029b12719f	1049929256	01	0.15	2011-01-19	3	1510	G	22
TCGA-BA-5556-10A	TCGA-BA-5556-10A-01D-1512-08	40.00	39b1a5f5-ffcd-4af3-8a6f-3c71f1496df7	1049929640	08	0.05	2011-01-19	3	1512	G	22
TCGA-BA-5556-10A	TCGA-BA-5556-10A-01W-1546-08	80.00	6ea41867-bb4e-4669-a1dd-40d2fd68df25	1049928731	08	0.50	2011-02-14	4	1546	C	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01D-1509-02	13.30	0ddc26b3-2d83-4539-a934-4b0fef8d1f69	1049985096	02	0.16	2011-01-19	1	1509	D	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01D-1510-01	6.67	e0598e2d-6b49-4cc8-9ac4-9cafb37577e5	1049929229	01	0.16	2011-01-19	1	1510	D	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01D-1511-05	26.70	0d23fd08-7ee8-439a-9976-9614b5de8763	1049929517	05	0.16	2011-01-19	1	1511	D	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01D-1512-08	40.00	7caa2a2f-3b77-46f0-9886-37f6e4278d83	1049929613	08	0.05	2011-01-19	1	1512	D	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01R-1513-13	20.00	0c558cfe-e240-4e03-9e08-8ee3a79bc1a2	1049929325	13	0.15	2011-01-19	1	1513	D	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01R-1514-07	26.70	03e24ea8-ad5c-48d9-b1ea-a6d2c80778cf	1049929421	07	0.15	2011-01-19	1	1514	D	22
TCGA-BA-5557-01A	TCGA-BA-5557-01A-01W-1546-08	80.00	bb1970b4-343a-4cb7-b544-53b41ffeea95	1049928752	08	0.50	2011-02-14	1	1546	E	22
TCGA-BA-5557-10A	TCGA-BA-5557-10A-01D-1509-02	13.30	5f826c70-5aa0-40c4-8acc-a7c17a74b457	1049985141	02	0.15	2011-01-19	3	1509	H	22
TCGA-BA-5557-10A	TCGA-BA-5557-10A-01D-1510-01	6.67	625a027e-c25c-4c3c-bf60-4127b1031d45	1049929275	01	0.15	2011-01-19	3	1510	H	22
TCGA-BA-5557-10A	TCGA-BA-5557-10A-01D-1512-08	40.00	47dd8b1c-117a-4793-8956-859d61284da8	1049929659	08	0.05	2011-01-19	3	1512	H	22
TCGA-BA-5557-10A	TCGA-BA-5557-10A-01W-1546-08	80.00	83ac3586-b209-47bc-ae1d-939d6914d6ce	1049928748	08	0.50	2011-02-14	4	1546	D	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01D-1509-02	13.30	41737268-345a-4f87-b2db-e184247e1396	1049985097	02	0.15	2011-01-19	1	1509	E	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01D-1510-01	6.67	4ed75da3-bc2e-4c8b-8534-7931d38bb7e1	1049929230	01	0.15	2011-01-19	1	1510	E	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01D-1511-05	26.70	08702ff3-ac87-491e-9f04-588a96217d87	1049929518	05	0.15	2011-01-19	1	1511	E	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01D-1512-08	40.00	97a47fa4-c857-4483-9572-07012c10e9d5	1049929615	08	0.05	2011-01-19	1	1512	E	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01R-1513-13	20.00	6b40f43c-1c95-4e97-bede-536827686b8e	1049929326	13	0.15	2011-01-19	1	1513	E	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01R-1514-07	26.70	f4addef3-be6d-40d6-8bb9-6ca5cf74173c	1049929422	07	0.15	2011-01-19	1	1514	E	22
TCGA-BA-5558-01A	TCGA-BA-5558-01A-01W-1546-08	80.00	31e858d3-9fed-4c4a-8fe3-e67df707c4d6	1049928774	08	0.50	2011-02-14	1	1546	F	22
TCGA-BA-5558-10A	TCGA-BA-5558-10A-01D-1509-02	13.30	730ec759-9cc9-4f3a-96d1-c11101cbe3b3	1049985052	02	0.15	2011-01-19	4	1509	A	22
TCGA-BA-5558-10A	TCGA-BA-5558-10A-01D-1510-01	6.67	4aea88fb-fcfd-4f49-b165-0a7cee6a604c	1049929185	01	0.15	2011-01-19	4	1510	A	22
TCGA-BA-5558-10A	TCGA-BA-5558-10A-01D-1512-08	40.00	f7632fc3-3c2c-424e-84a7-51bea026ebf5	1049929569	08	0.05	2011-01-19	4	1512	A	22
