bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-CV-6936-11A	TCGA-CV-6936-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6936-11A	TCGA-CV-6936-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6937-01A	TCGA-CV-6937-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6937-01A	TCGA-CV-6937-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6937-01A	TCGA-CV-6937-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6937-10A	TCGA-CV-6937-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6937-10A	TCGA-CV-6937-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6938-01A	TCGA-CV-6938-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6938-01A	TCGA-CV-6938-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6938-01A	TCGA-CV-6938-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6938-10A	TCGA-CV-6938-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6938-10A	TCGA-CV-6938-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6938-11A	TCGA-CV-6938-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6938-11A	TCGA-CV-6938-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6938-11A	TCGA-CV-6938-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6939-01A	TCGA-CV-6939-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6939-01A	TCGA-CV-6939-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6939-01A	TCGA-CV-6939-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6939-10A	TCGA-CV-6939-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6939-10A	TCGA-CV-6939-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6939-11A	TCGA-CV-6939-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6939-11A	TCGA-CV-6939-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6939-11A	TCGA-CV-6939-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6940-01A	TCGA-CV-6940-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6940-01A	TCGA-CV-6940-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6940-01A	TCGA-CV-6940-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6940-10A	TCGA-CV-6940-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6940-10A	TCGA-CV-6940-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6941-01A	TCGA-CV-6941-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6941-01A	TCGA-CV-6941-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6941-01A	TCGA-CV-6941-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6941-10A	TCGA-CV-6941-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6941-10A	TCGA-CV-6941-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6942-01A	TCGA-CV-6942-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6942-01A	TCGA-CV-6942-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6942-01A	TCGA-CV-6942-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6942-10A	TCGA-CV-6942-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6942-10A	TCGA-CV-6942-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6943-01A	TCGA-CV-6943-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6943-01A	TCGA-CV-6943-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6943-01A	TCGA-CV-6943-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6943-10A	TCGA-CV-6943-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6943-10A	TCGA-CV-6943-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6943-11A	TCGA-CV-6943-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6943-11A	TCGA-CV-6943-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6943-11A	TCGA-CV-6943-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6945-01A	TCGA-CV-6945-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6945-01A	TCGA-CV-6945-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6945-01A	TCGA-CV-6945-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6945-10A	TCGA-CV-6945-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6945-10A	TCGA-CV-6945-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6948-01A	TCGA-CV-6948-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6948-01A	TCGA-CV-6948-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6948-01A	TCGA-CV-6948-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6948-10A	TCGA-CV-6948-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6948-10A	TCGA-CV-6948-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6950-01A	TCGA-CV-6950-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6950-01A	TCGA-CV-6950-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6950-01A	TCGA-CV-6950-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6950-10A	TCGA-CV-6950-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6950-10A	TCGA-CV-6950-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6951-01A	TCGA-CV-6951-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6951-01A	TCGA-CV-6951-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6951-01A	TCGA-CV-6951-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6951-10A	TCGA-CV-6951-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6951-10A	TCGA-CV-6951-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6951-11A	TCGA-CV-6951-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6951-11A	TCGA-CV-6951-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6952-01A	TCGA-CV-6952-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6952-01A	TCGA-CV-6952-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6952-01A	TCGA-CV-6952-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6952-10A	TCGA-CV-6952-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6952-10A	TCGA-CV-6952-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6952-11A	TCGA-CV-6952-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6952-11A	TCGA-CV-6952-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6953-01A	TCGA-CV-6953-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6953-01A	TCGA-CV-6953-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6953-01A	TCGA-CV-6953-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6953-10A	TCGA-CV-6953-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6953-10A	TCGA-CV-6953-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6953-11A	TCGA-CV-6953-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6953-11A	TCGA-CV-6953-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6954-01A	TCGA-CV-6954-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6954-01A	TCGA-CV-6954-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6954-01A	TCGA-CV-6954-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6954-10A	TCGA-CV-6954-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6954-10A	TCGA-CV-6954-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6954-11A	TCGA-CV-6954-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6954-11A	TCGA-CV-6954-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6955-01A	TCGA-CV-6955-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6955-01A	TCGA-CV-6955-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6955-01A	TCGA-CV-6955-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6955-10A	TCGA-CV-6955-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6955-10A	TCGA-CV-6955-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6955-11A	TCGA-CV-6955-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6955-11A	TCGA-CV-6955-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6955-11A	TCGA-CV-6955-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6956-01A	TCGA-CV-6956-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6956-01A	TCGA-CV-6956-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6956-01A	TCGA-CV-6956-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6956-10A	TCGA-CV-6956-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6956-10A	TCGA-CV-6956-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6956-11A	TCGA-CV-6956-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6956-11A	TCGA-CV-6956-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6956-11A	TCGA-CV-6956-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6959-01A	TCGA-CV-6959-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6959-01A	TCGA-CV-6959-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6959-01A	TCGA-CV-6959-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6959-10A	TCGA-CV-6959-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6959-10A	TCGA-CV-6959-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6959-11A	TCGA-CV-6959-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6959-11A	TCGA-CV-6959-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6959-11A	TCGA-CV-6959-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6960-01A	TCGA-CV-6960-01A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6960-01A	TCGA-CV-6960-01A-41R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6960-01A	TCGA-CV-6960-01A-41W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6960-10A	TCGA-CV-6960-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6960-10A	TCGA-CV-6960-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6960-11A	TCGA-CV-6960-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6960-11A	TCGA-CV-6960-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6960-11A	TCGA-CV-6960-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6961-01A	TCGA-CV-6961-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6961-01A	TCGA-CV-6961-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6961-01A	TCGA-CV-6961-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6961-10A	TCGA-CV-6961-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6961-10A	TCGA-CV-6961-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6961-11A	TCGA-CV-6961-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6961-11A	TCGA-CV-6961-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6961-11A	TCGA-CV-6961-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6962-01A	TCGA-CV-6962-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6962-01A	TCGA-CV-6962-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6962-01A	TCGA-CV-6962-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6962-10A	TCGA-CV-6962-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-6962-10A	TCGA-CV-6962-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-6962-11A	TCGA-CV-6962-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-6962-11A	TCGA-CV-6962-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-6962-11A	TCGA-CV-6962-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7089-01A	TCGA-CV-7089-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7089-01A	TCGA-CV-7089-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7089-01A	TCGA-CV-7089-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7089-10A	TCGA-CV-7089-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7089-10A	TCGA-CV-7089-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7089-11A	TCGA-CV-7089-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7089-11A	TCGA-CV-7089-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7090-01A	TCGA-CV-7090-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7090-01A	TCGA-CV-7090-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7090-01A	TCGA-CV-7090-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7090-10A	TCGA-CV-7090-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7090-10A	TCGA-CV-7090-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7091-01A	TCGA-CV-7091-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7091-01A	TCGA-CV-7091-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7091-01A	TCGA-CV-7091-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7091-10A	TCGA-CV-7091-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7091-10A	TCGA-CV-7091-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7091-11A	TCGA-CV-7091-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7091-11A	TCGA-CV-7091-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7091-11A	TCGA-CV-7091-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7095-01A	TCGA-CV-7095-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7095-01A	TCGA-CV-7095-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7095-01A	TCGA-CV-7095-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7095-10A	TCGA-CV-7095-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7095-10A	TCGA-CV-7095-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7095-11A	TCGA-CV-7095-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7095-11A	TCGA-CV-7095-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7097-01A	TCGA-CV-7097-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7097-01A	TCGA-CV-7097-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7097-01A	TCGA-CV-7097-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7097-10A	TCGA-CV-7097-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7097-10A	TCGA-CV-7097-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7097-11A	TCGA-CV-7097-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7097-11A	TCGA-CV-7097-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7097-11A	TCGA-CV-7097-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7099-01A	TCGA-CV-7099-01A-41D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7099-01A	TCGA-CV-7099-01A-41R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7099-01A	TCGA-CV-7099-01A-41W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7099-10A	TCGA-CV-7099-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7099-10A	TCGA-CV-7099-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7100-01A	TCGA-CV-7100-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7100-01A	TCGA-CV-7100-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7100-01A	TCGA-CV-7100-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7100-10A	TCGA-CV-7100-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7100-10A	TCGA-CV-7100-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7101-01A	TCGA-CV-7101-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7101-01A	TCGA-CV-7101-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7101-01A	TCGA-CV-7101-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7101-10A	TCGA-CV-7101-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7101-10A	TCGA-CV-7101-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7101-11A	TCGA-CV-7101-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7101-11A	TCGA-CV-7101-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7101-11A	TCGA-CV-7101-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7102-01A	TCGA-CV-7102-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7102-01A	TCGA-CV-7102-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7102-01A	TCGA-CV-7102-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7102-10A	TCGA-CV-7102-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7102-10A	TCGA-CV-7102-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7103-01A	TCGA-CV-7103-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7103-01A	TCGA-CV-7103-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7103-01A	TCGA-CV-7103-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7103-10A	TCGA-CV-7103-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7103-10A	TCGA-CV-7103-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7103-11A	TCGA-CV-7103-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7103-11A	TCGA-CV-7103-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7103-11A	TCGA-CV-7103-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7104-01A	TCGA-CV-7104-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7104-01A	TCGA-CV-7104-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7104-01A	TCGA-CV-7104-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7104-10A	TCGA-CV-7104-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7104-10A	TCGA-CV-7104-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7177-01A	TCGA-CV-7177-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7177-01A	TCGA-CV-7177-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7177-01A	TCGA-CV-7177-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7177-10A	TCGA-CV-7177-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7177-10A	TCGA-CV-7177-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7177-11A	TCGA-CV-7177-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7177-11A	TCGA-CV-7177-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7177-11A	TCGA-CV-7177-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7178-01A	TCGA-CV-7178-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7178-01A	TCGA-CV-7178-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7178-01A	TCGA-CV-7178-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7178-10A	TCGA-CV-7178-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7178-10A	TCGA-CV-7178-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7178-11A	TCGA-CV-7178-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7178-11A	TCGA-CV-7178-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7178-11A	TCGA-CV-7178-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7180-01A	TCGA-CV-7180-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7180-01A	TCGA-CV-7180-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7180-01A	TCGA-CV-7180-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7180-10A	TCGA-CV-7180-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7180-10A	TCGA-CV-7180-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7183-01A	TCGA-CV-7183-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7183-01A	TCGA-CV-7183-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7183-01A	TCGA-CV-7183-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7183-10A	TCGA-CV-7183-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7183-10A	TCGA-CV-7183-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7183-11A	TCGA-CV-7183-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7183-11A	TCGA-CV-7183-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7183-11A	TCGA-CV-7183-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7235-01A	TCGA-CV-7235-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7235-01A	TCGA-CV-7235-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7235-01A	TCGA-CV-7235-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7235-10A	TCGA-CV-7235-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-7235-10A	TCGA-CV-7235-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7235-11A	TCGA-CV-7235-11A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7235-11A	TCGA-CV-7235-11A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7235-11A	TCGA-CV-7235-11A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CV-7236-01A	TCGA-CV-7236-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-7236-01A	TCGA-CV-7236-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-7236-01A	TCGA-CV-7236-01A-11W	Repli-G	[Not Available]	[Not Available]
