bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-CN-6997-10A	TCGA-CN-6997-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-CN-6997-10A	TCGA-CN-6997-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-6998-01A	TCGA-CN-6998-01A-23D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-6998-01A	TCGA-CN-6998-01A-23R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-6998-01A	TCGA-CN-6998-01A-23W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-6998-10A	TCGA-CN-6998-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-CN-6998-10A	TCGA-CN-6998-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A497-01A	TCGA-CN-A497-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A497-01A	TCGA-CN-A497-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A497-01A	TCGA-CN-A497-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A497-10A	TCGA-CN-A497-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A497-10A	TCGA-CN-A497-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A498-01A	TCGA-CN-A498-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A498-01A	TCGA-CN-A498-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A498-01A	TCGA-CN-A498-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A498-10A	TCGA-CN-A498-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A498-10A	TCGA-CN-A498-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A499-01A	TCGA-CN-A499-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A499-01A	TCGA-CN-A499-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A499-01A	TCGA-CN-A499-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A499-10A	TCGA-CN-A499-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A499-10A	TCGA-CN-A499-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A49A-01A	TCGA-CN-A49A-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A49A-01A	TCGA-CN-A49A-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A49A-01A	TCGA-CN-A49A-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A49A-10A	TCGA-CN-A49A-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A49A-10A	TCGA-CN-A49A-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A49B-01A	TCGA-CN-A49B-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A49B-01A	TCGA-CN-A49B-01A-31R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A49B-01A	TCGA-CN-A49B-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A49B-10A	TCGA-CN-A49B-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A49B-10A	TCGA-CN-A49B-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A49C-01A	TCGA-CN-A49C-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A49C-01A	TCGA-CN-A49C-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A49C-01A	TCGA-CN-A49C-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A49C-10B	TCGA-CN-A49C-10B-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A49C-10B	TCGA-CN-A49C-10B-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63T-01A	TCGA-CN-A63T-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63T-01A	TCGA-CN-A63T-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A63T-01A	TCGA-CN-A63T-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63T-10A	TCGA-CN-A63T-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63T-10A	TCGA-CN-A63T-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63U-01A	TCGA-CN-A63U-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63U-01A	TCGA-CN-A63U-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A63U-01A	TCGA-CN-A63U-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63U-10A	TCGA-CN-A63U-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63U-10A	TCGA-CN-A63U-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63V-01A	TCGA-CN-A63V-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63V-01A	TCGA-CN-A63V-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A63V-01A	TCGA-CN-A63V-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63V-10A	TCGA-CN-A63V-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63V-10A	TCGA-CN-A63V-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63W-01A	TCGA-CN-A63W-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63W-01A	TCGA-CN-A63W-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A63W-01A	TCGA-CN-A63W-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63W-10A	TCGA-CN-A63W-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63W-10A	TCGA-CN-A63W-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63Y-01A	TCGA-CN-A63Y-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63Y-01A	TCGA-CN-A63Y-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A63Y-01A	TCGA-CN-A63Y-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A63Y-10A	TCGA-CN-A63Y-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A63Y-10A	TCGA-CN-A63Y-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A640-01A	TCGA-CN-A640-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A640-01A	TCGA-CN-A640-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A640-01A	TCGA-CN-A640-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A640-10A	TCGA-CN-A640-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A640-10A	TCGA-CN-A640-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A641-01A	TCGA-CN-A641-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A641-01A	TCGA-CN-A641-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A641-01A	TCGA-CN-A641-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A641-10A	TCGA-CN-A641-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A641-10A	TCGA-CN-A641-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A642-01A	TCGA-CN-A642-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A642-01A	TCGA-CN-A642-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CN-A642-01A	TCGA-CN-A642-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-CN-A642-10A	TCGA-CN-A642-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CN-A642-10A	TCGA-CN-A642-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5323-01A	TCGA-CQ-5323-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5323-01A	TCGA-CQ-5323-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5323-01A	TCGA-CQ-5323-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5323-10A	TCGA-CQ-5323-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5323-10A	TCGA-CQ-5323-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5324-01A	TCGA-CQ-5324-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5324-01A	TCGA-CQ-5324-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5324-01A	TCGA-CQ-5324-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5324-10A	TCGA-CQ-5324-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5324-10A	TCGA-CQ-5324-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5325-01A	TCGA-CQ-5325-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5325-01A	TCGA-CQ-5325-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5325-01A	TCGA-CQ-5325-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5325-10A	TCGA-CQ-5325-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5325-10A	TCGA-CQ-5325-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5326-01A	TCGA-CQ-5326-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5326-01A	TCGA-CQ-5326-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5326-01A	TCGA-CQ-5326-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5326-10A	TCGA-CQ-5326-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5326-10A	TCGA-CQ-5326-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5327-01A	TCGA-CQ-5327-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5327-01A	TCGA-CQ-5327-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5327-01A	TCGA-CQ-5327-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5327-10A	TCGA-CQ-5327-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5327-10A	TCGA-CQ-5327-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5329-01A	TCGA-CQ-5329-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5329-01A	TCGA-CQ-5329-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5329-01A	TCGA-CQ-5329-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5329-10A	TCGA-CQ-5329-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5329-10A	TCGA-CQ-5329-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5330-01A	TCGA-CQ-5330-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5330-01A	TCGA-CQ-5330-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5330-01A	TCGA-CQ-5330-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5330-10A	TCGA-CQ-5330-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5330-10A	TCGA-CQ-5330-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5331-01A	TCGA-CQ-5331-01A-02D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5331-01A	TCGA-CQ-5331-01A-02R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5331-01A	TCGA-CQ-5331-01A-02W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5331-10A	TCGA-CQ-5331-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5331-10A	TCGA-CQ-5331-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5332-01A	TCGA-CQ-5332-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5332-01A	TCGA-CQ-5332-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5332-01A	TCGA-CQ-5332-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5332-10A	TCGA-CQ-5332-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5332-10A	TCGA-CQ-5332-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5333-01A	TCGA-CQ-5333-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5333-01A	TCGA-CQ-5333-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5333-01A	TCGA-CQ-5333-01A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-5333-10A	TCGA-CQ-5333-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5333-10A	TCGA-CQ-5333-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-5334-01A	TCGA-CQ-5334-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-5334-01A	TCGA-CQ-5334-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-5334-01A	TCGA-CQ-5334-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-5334-10A	TCGA-CQ-5334-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-5334-10A	TCGA-CQ-5334-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6218-01A	TCGA-CQ-6218-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6218-01A	TCGA-CQ-6218-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6218-01A	TCGA-CQ-6218-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6218-10A	TCGA-CQ-6218-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6218-10A	TCGA-CQ-6218-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6219-01A	TCGA-CQ-6219-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6219-01A	TCGA-CQ-6219-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6219-01A	TCGA-CQ-6219-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6219-10A	TCGA-CQ-6219-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6219-10A	TCGA-CQ-6219-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6220-01A	TCGA-CQ-6220-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6220-01A	TCGA-CQ-6220-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6220-01A	TCGA-CQ-6220-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6220-10A	TCGA-CQ-6220-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6220-10A	TCGA-CQ-6220-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6221-01A	TCGA-CQ-6221-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6221-01A	TCGA-CQ-6221-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6221-01A	TCGA-CQ-6221-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6221-10A	TCGA-CQ-6221-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6221-10A	TCGA-CQ-6221-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6222-01A	TCGA-CQ-6222-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6222-01A	TCGA-CQ-6222-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6222-01A	TCGA-CQ-6222-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6222-10A	TCGA-CQ-6222-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6222-10A	TCGA-CQ-6222-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6223-01A	TCGA-CQ-6223-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6223-01A	TCGA-CQ-6223-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6223-01A	TCGA-CQ-6223-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6223-10A	TCGA-CQ-6223-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6223-10A	TCGA-CQ-6223-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6224-01A	TCGA-CQ-6224-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6224-01A	TCGA-CQ-6224-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6224-01A	TCGA-CQ-6224-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6224-10A	TCGA-CQ-6224-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6224-10A	TCGA-CQ-6224-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6225-01A	TCGA-CQ-6225-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6225-01A	TCGA-CQ-6225-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6225-01A	TCGA-CQ-6225-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6225-10A	TCGA-CQ-6225-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6225-10A	TCGA-CQ-6225-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6227-01A	TCGA-CQ-6227-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6227-01A	TCGA-CQ-6227-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6227-01A	TCGA-CQ-6227-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6227-10A	TCGA-CQ-6227-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6227-10A	TCGA-CQ-6227-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6228-01A	TCGA-CQ-6228-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6228-01A	TCGA-CQ-6228-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6228-01A	TCGA-CQ-6228-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6228-10A	TCGA-CQ-6228-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6228-10A	TCGA-CQ-6228-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6229-01A	TCGA-CQ-6229-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-6229-01A	TCGA-CQ-6229-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-6229-01A	TCGA-CQ-6229-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-6229-10A	TCGA-CQ-6229-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-6229-10A	TCGA-CQ-6229-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7063-01A	TCGA-CQ-7063-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7063-01A	TCGA-CQ-7063-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7063-01A	TCGA-CQ-7063-01A-11W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-7063-10A	TCGA-CQ-7063-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7063-10A	TCGA-CQ-7063-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-7064-01A	TCGA-CQ-7064-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7064-01A	TCGA-CQ-7064-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7064-01A	TCGA-CQ-7064-01A-11W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-7064-10A	TCGA-CQ-7064-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7064-10A	TCGA-CQ-7064-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-7065-01A	TCGA-CQ-7065-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7065-01A	TCGA-CQ-7065-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7065-01A	TCGA-CQ-7065-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7065-10A	TCGA-CQ-7065-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7065-10A	TCGA-CQ-7065-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7067-01A	TCGA-CQ-7067-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7067-01A	TCGA-CQ-7067-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7067-01A	TCGA-CQ-7067-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7067-10A	TCGA-CQ-7067-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7067-10A	TCGA-CQ-7067-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7068-01A	TCGA-CQ-7068-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7068-01A	TCGA-CQ-7068-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7068-01A	TCGA-CQ-7068-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7068-10A	TCGA-CQ-7068-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7068-10A	TCGA-CQ-7068-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7069-01A	TCGA-CQ-7069-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7069-01A	TCGA-CQ-7069-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7069-01A	TCGA-CQ-7069-01A-11W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-7069-10A	TCGA-CQ-7069-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7069-10A	TCGA-CQ-7069-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-CQ-7071-01A	TCGA-CQ-7071-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7071-01A	TCGA-CQ-7071-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7071-01A	TCGA-CQ-7071-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7071-10A	TCGA-CQ-7071-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7071-10A	TCGA-CQ-7071-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7072-01A	TCGA-CQ-7072-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-7072-01A	TCGA-CQ-7072-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-7072-01A	TCGA-CQ-7072-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-7072-10A	TCGA-CQ-7072-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-7072-10A	TCGA-CQ-7072-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-A4C6-01A	TCGA-CQ-A4C6-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-A4C6-01A	TCGA-CQ-A4C6-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-A4C6-01A	TCGA-CQ-A4C6-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-A4C6-10A	TCGA-CQ-A4C6-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-A4C6-10A	TCGA-CQ-A4C6-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-A4C7-01A	TCGA-CQ-A4C7-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-A4C7-01A	TCGA-CQ-A4C7-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-A4C7-01A	TCGA-CQ-A4C7-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-A4C7-10A	TCGA-CQ-A4C7-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CQ-A4C7-10A	TCGA-CQ-A4C7-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CQ-A4C9-01A	TCGA-CQ-A4C9-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CQ-A4C9-01A	TCGA-CQ-A4C9-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CQ-A4C9-01A	TCGA-CQ-A4C9-01A-11W	Repli-G	[Not Available]	[Not Available]
