Plekhg2,Plekhg2,1.0247888978551596
Plekhg2,Cdc42,0.1495344626011525
Plekhg2,Rac1,0.15539383446570734
Hspbap1,Hspbap1,1.0244029778445645
Hspbap1,Ptn,0.19059334980164774
Plekhg5,Plekhg5,1.3107796446978499
Plekhg5,Bag4,0.2370111924708139
Plekhg5,Nol3,0.18295239725155951
Plekhg5,Tradd,0.17143057211725884
Plekhg5,Dap3,0.16576993173083684
Nampt,Nampt,1.0391403940558754
Nampt,Gbas,0.17649233128511027
Nampt,Fanca,0.15710400275772732
Bckdk,Bckdk,2.1565243328362209
Bckdk,Rtcd1,0.50383554745976855
Bckdk,Bckdha,0.88039737222411063
Bckdk,Stk11,0.2645740591979292
Bckdk,Cab39l,0.6789423309885958
Bckdk,Rnf219,0.42431113986555785
Bckdk,Ttc4,0.1510157602940253
Bckdk,Rpl21,0.14041149526910807
Bckdk,Strada,0.17440437252427801
Bckdk,Cab39,0.44150432262390349
Bckdk,Fam98b,0.88039737222411074
Shank2,Shank2,1.2677054595881945
Shank2,Ppp1r1b,0.15097093425425331
Shank2,Dlg4,0.23355062663388751
Shank2,Dlgap2,0.30293011052817292
Shank2,Dlgap3,0.3029301105281717
Shank2,Dlgap1,0.17276488263217174
Shank2,Dlgap4,0.30194186850850441
Shank2,Dnm2,0.12983077207606558
Shank2,Arhgef7,0.1899726474955328
Shank2,Dynll1,0.13615619600220674
Shank2,Dynll2,0.17901789785476535
Shank2,Cttn,0.14424511425063113
Shank1,Shank1,1.4295979553271283
Shank1,Spna2,0.13767373609538858
Shank1,Lphn2,0.43104000171630652
Shank1,Sstr2,0.31344780492514485
Shank1,Baiap2,0.1653646878061566
Shank1,Dlgap1,0.15090159548532586
Shank1,Dnm2,0.13496248398629504
Shank1,Bai2,0.24221525487999529
Shank1,Arhgef7,0.20286193876783729
Syt9,Syt9,1.0876317849796184
Syt9,Tubb5,0.19398716737699295
Syt9,Csnk1a1,0.2205574673230557
Syt9,Syncrip,0.1766391381074984
Syt1,Syt1,1.2885043429051499
Syt1,Cacna1a,0.21360409105273834
Syt1,S100a13,0.21900950076183756
Syt1,Snap23,0.13131850543958226
Syt1,Stx2,0.21798377991824652
Syt1,Stx3,0.21225324869122936
Syt1,Rbm14,0.15368751766338767
Syt1,Sv2b,0.33269039077250506
Syt1,Snap25,0.19255667486875494
Syt1,Stx1a,0.19482374950263004
Syt1,Ston2,0.18656658602195428
Syt1,Fgf1,0.19209697035713652
Syt1,Golm1,0.15732817896428453
Syt4,Syt4,1.0835790501713722
Syt4,Sgta,0.27213934042078713
Syt4,Syncrip,0.20893314473577296
Syt7,Syt7,1.0631724152569204
Syt7,Syncrip,0.27536217412432601
Invs,Invs,1.158388418589688
Invs,Nphp1,0.32266551081430234
Invs,Hif1an,0.25928369526868056
Invs,Anapc2,0.25761928874833684
Dag1,Dag1,1.301983758568918
Dag1,Dtna,0.17056882903402154
Dag1,Sgcd,0.28154782949893115
Dag1,Sgcb,0.16432764889835594
Dag1,Agrn,0.17402922782904326
Dag1,Drp2,0.29163823966621816
Dag1,Lama2,0.34796979626493563
Dag1,Lama5,0.22947288468564295
Dag1,Utrn,0.19825524221946628
Dag1,Dmd,0.18765958005430816
Dag1,Grb2,0.13460283838687465
Exosc10,Exosc10,1.3050176741015973
Exosc10,Upf3a,0.2351428024038964
Exosc10,Xrn2,0.25371244921204666
Exosc10,Rpe,0.35739380902418244
Exosc10,Tardbp,0.17181226152409806
Exosc10,Scrib,0.25577059261113683
Exosc10,Dbt,0.13088392490483422
Exosc10,Cib1,0.18564344548543052
Exosc10,Upf1,0.22942192131164879
Exosc10,Upf2,0.24797485436957176
Exosc10,Usp16,0.29790325901936793
Exosc10,Mpp6,0.20047836560095575
Cebpb,Cebpb,1.1837557826116281
Cebpb,Ncor1,0.13852556301963925
Cebpb,Hdac1,0.19431306372152193
Cebpb,Hdac2,0.13904711061674835
Cebpb,Myc,0.14207331925819161
Cebpb,Bhlhe41,0.18052106447122687
Cebpb,Ewsr1,0.12971410393028926
Cebpb,Rb1,0.1395603471309865
Cebpb,Smarca4,0.12830731016695485
Cebpb,Smarca2,0.1239298360765929
Cebpb,Sp1,0.13928490956784315
Cebpb,Mepce,0.12694992285937887
Cebpb,Rela,0.14739229813159124
Cebpb,Ar,0.15320418552681586
Cebpb,Sin3a,0.12926726796249066
Cebpb,Crebbp,0.17431500949506673
Cebpb,Trp53,0.19012706872292934
Cebpb,Ep300,0.17856518767999432
Cebpb,Grb2,0.14022052903170795
Cebpb,Nr3c1,0.13679060563344533
Cebpb,Esr1,0.16521850827386586
Cebpb,Egfr,0.14551892511461353
Cebpb,Jun,0.12715148286465405
Cebpb,Ikbkg,0.12910773490050659
Cebpa,Cebpa,1.0890101679965929
Cebpa,Jdp2,0.26480014402724644
Cebpa,Ddit3,0.25421386371298987
Cebpg,Cebpg,1.1624624917010673
Cebpg,Mllt6,0.28751928452371928
Cebpg,Jdp2,0.19466900947625015
Cebpg,Atf5,0.26368326616239746
Cebpg,Ddit3,0.19159983875871414
Cebpz,Cebpz,1.0585666846115589
Cebpz,Nfyb,0.13220559844557259
Cebpz,Stat6,0.12817528791016924
Cebpz,Rxrg,0.13404877425614206
Arl1,Arl1,1.4461187262016726
Arl1,Arl3,0.13370162488431889
Arl1,Myd88,0.1518926857431582
Arl1,Cdk5rap3,0.26779104721812291
Arl1,Golga4,0.42222474902976176
Arl1,Arfip2,0.27103044094491952
Arl1,Golga1,0.41400809986531201
Arl1,Gcc2,0.4030266008063832
Arl1,Gcc1,0.23338921728372519
Arl1,Rab6b,0.14030774738881605
Rbm8a,Rbm8a,1.1630700846575974
Rbm8a,Upf3a,0.14959537545806534
Rbm8a,Usp21,0.14402476904316086
Rbm8a,Dph1,0.16518729398790208
Rbm8a,Magoh,0.28725289496937839
Rbm8a,Ipo13,0.22995576699303555
Rbm8a,Nxf1,0.22461625556856496
Mllt4,Mllt4,1.2919884232416186
Mllt4,Rapgef5,0.19094390695521712
Mllt4,Mras,0.65290596301123671
Mllt6,Cebpg,0.28751928452371772
Mllt6,Mllt6,1.1595224943889502
Mllt6,Med15,0.17829398713938427
Mllt6,Dot1l,0.29860952708403515
2310003F16Rik,2310003F16Rik,1.0600890400771044
2310003F16Rik,Th1l,0.21785558119104848
2310003F16Rik,Rbpms,0.20191356343985686
Mllt1,Mllt1,1.1311501100958741
Mllt1,Dot1l,0.33005680414951383
Mllt1,Cbx8,0.21600693309493935
Mllt3,Mllt3,1.0900401537725759
Mllt3,Bcor,0.32464439127770039
Rtf1,Rtf1,1.4461043894327736
Rtf1,Arrb1,0.17653003828790059
Rtf1,Cdc73,0.30910978276123563
Rtf1,Paf1,0.59850538083279303
Rtf1,Leo1,0.67070213958436731
Rtf1,Ctr9,0.62791735872323928
Snrpd3,Snrpd3,1.1278406832461312
Snrpd3,Lsm3,0.1592452912145573
Snrpd3,Ddx20,0.12610649925002734
Snrpd3,Lsm10,0.20679759580280327
Snrpd3,Mepce,0.13191257397668124
Snrpd3,Wdr77,0.15254151638213534
Snrpd3,Clns1a,0.189342484029664
Snrpd3,Snrpn,0.12981905320930559
Snrpd3,Snrpb,0.13768499378001633
Snrpd3,Smn1,0.14013198465534674
Snrpd2,Snrpd2,1.108174545251694
Snrpd2,Lsm10,0.1964756640266716
Snrpd2,Wdr77,0.14699986491944561
Snrpd2,Clns1a,0.18310269389453546
Snrpd2,Smn1,0.1412683916707686
Snrpd2,Lsm6,0.13818920308961785
Btg1,Btg1,1.1025601495996633
Btg1,Cnot7,0.34826937547223041
Btg1,Prmt1,0.15492805731604936
Zswim4,Zswim4,1.0353710876350239
Zswim4,Ssbp3,0.20209017899518894
Crtc2,Crtc2,1.3792450711438955
Crtc2,Rfwd2,0.18615190650466654
Crtc2,Ywhaq,0.13284699309288989
Crtc2,Ywhag,0.13299144663018792
Crtc2,Sik2,0.68962253557194841
Nupl1,Nupl1,1.0144235055400532
Nupl1,Apc,0.15332396702154333
Nupl2,Nupl2,1.0249916878536327
Nupl2,Rae1,0.16417185732353265
Nupl2,Apc,0.12381374535083088
Ndrg1,Ndrg1,1.1102516273005223
Ndrg1,Arl4d,0.27960879989113285
Ndrg1,Phyhip,0.28645648556461223
Arl3,Arl1,0.13370162488431939
Arl3,Arl3,1.2095739555327021
Arl3,Golga4,0.35900549985288371
Arl3,Arl2bp,0.29247001186185162
Arl3,Pde6d,0.18284670429244854
Arl3,Ubr1,0.15851720948763107
Npat,Npat,1.0692606192289622
Npat,Stip1,0.21103255168772928
Npat,Gapdh,0.17324010239566739
Npat,Pou2f1,0.15652770986854134
Gga1,Gga1,1.5010816783233825
Gga1,Gga2,0.37898581026341288
Gga1,M6pr,0.35219202906702352
Gga1,Synrg,0.30673124907363009
Gga1,Sort1,0.31202038436266127
Gga1,Arfip1,0.12715421542239247
Gga1,Necap2,0.24897940497587165
Gga1,Arf3,0.30045148740907285
Gga1,Vps18,0.29516642568837026
Gga1,Rab5a,0.22653321681159641
Gga1,Rabep1,0.25208893875763649
Gga1,Sorl1,0.37560004026295463
Gga1,Rabgef1,0.26081269339804958
Gga1,Plin3,0.15767163479422466
Gga1,Cltc,0.1565622187417256
Gga1,Bace2,0.37560004026295463
Gga1,Ap1g1,0.16976431944843379
Gga1,Ap1g2,0.12878860859119942
Gga2,Gga1,0.37898581026341088
Gga2,Gga2,1.3473330113888466
Gga2,M6pr,0.30342310351460849
Gga2,Sort1,0.26939576595869802
Gga2,Necap2,0.21379059574071985
Gga2,Arf3,0.25997376464013872
Gga2,Vps18,0.25629879672727884
Gga2,Clint1,0.14046482061469959
Gga2,Rab5a,0.19155615083628516
Gga2,Rabep1,0.21565844735544665
Gga2,Sorl1,0.32334838217806144
Gga2,Plin3,0.13652112805984495
Gga2,Cltc,0.14967470395153434
Gga2,Spg21,0.1476590310040064
Gga2,Bace2,0.32334838217806144
Sorbs1,Sorbs1,1.1328044694039705
